RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1373,15723006,Gorbunova,489,France,Male,38,8,0,2,0,1,19699079,0
1374,15771942,Tikhonov,528,Germany,Female,46,9,13555566,1,1,0,13314603,1
1375,15774738,Campa,632,France,Male,44,3,10776475,1,1,0,18566772,0
1376,15574004,Mancini,429,France,Female,27,6,11730744,2,1,1,2402049,0
1377,15587233,Donoghue,457,France,Male,41,8,7370012,3,1,1,18575002,1
1378,15808228,Tuan,768,Spain,Female,44,6,606034,1,1,1,17804597,0
1379,15682834,Johnstone,715,Spain,Female,35,4,4016988,2,1,1,19985747,0
1380,15571752,Romani,668,Germany,Female,32,10,9204187,1,1,1,435959,0
1381,15743067,Fuller,625,Germany,Male,26,3,13048395,1,1,0,12281053,0
1382,15714466,Baxter,846,France,Female,41,5,0,3,1,0,344047,1
1383,15617982,Pirozzi,661,Spain,Female,42,3,0,2,1,0,3598941,0
1384,15696637,Sung,571,France,Female,23,10,15109728,1,0,1,1716375,0
1385,15690647,Rogers,582,Spain,Female,46,8,6756331,1,1,0,4450609,1
1386,15672756,Mills,716,France,Female,35,8,11280818,1,0,1,178483,0
1387,15704586,Osonduagwuike,758,France,Female,42,7,0,2,0,1,7620956,0
1388,15674526,Byrne,725,France,Male,66,4,864598,1,1,1,14147656,0
1389,15775295,McIntyre,630,France,Female,40,0,11863308,1,0,1,6003246,1
1390,15684196,Aitken,627,France,Female,55,2,15944127,1,1,0,10068611,1
1391,15727281,Macintyre,653,France,Female,27,9,0,2,1,0,9642929,0
1392,15787835,Simpson,775,Germany,Female,38,4,12521265,2,1,1,1579588,1
1393,15730540,Simpson,794,Spain,Male,45,8,8865637,2,1,0,11654731,0
1394,15646276,Metcalfe,831,France,Female,32,2,14603362,1,1,0,19126074,0
1395,15582180,Lees,561,France,Male,29,9,12026813,1,1,1,17387039,0
1396,15697095,Zetticci,705,Spain,Male,46,7,0,2,1,0,11727335,0
1397,15748797,Dale,636,Spain,Female,33,0,0,1,1,0,9227747,1
1398,15754796,Byrne,487,Germany,Female,46,4,13507058,2,1,1,4424449,1
1399,15628947,Praed,693,France,Female,38,3,0,2,0,0,7813348,1
1400,15775546,Laurens,517,Spain,Female,29,5,0,2,1,0,10340288,0
1401,15670481,Woods,684,France,Female,27,9,12255005,2,0,1,13783582,0
1402,15619029,Bykov,620,Spain,Female,43,2,0,2,1,0,206701,0
1403,15613282,Vorobyova,757,France,Male,29,8,13030649,1,1,0,7746938,0
1404,15721487,Pirogova,739,France,Female,27,6,0,1,1,1,5757238,0
1405,15797276,Sturt,662,Spain,Female,41,4,9035077,1,1,0,7588465,1
1406,15612494,Panicucci,359,France,Female,44,6,12874769,1,1,0,14695571,1
1407,15629617,Cook,572,Spain,Male,23,2,12687352,1,0,1,6704012,0
1408,15600821,Hardy,721,France,Male,69,2,10842419,1,1,1,17841835,0
1409,15579062,Chu,707,France,Male,32,9,0,2,0,0,3080702,0
1410,15814268,Franklin,444,France,Female,40,5,8435007,1,1,0,14383576,0
1411,15710164,P'eng,523,France,Female,73,7,0,2,0,0,1308839,1
1412,15693904,Chiang,685,Germany,Female,30,4,849586,2,0,1,19434372,0
1413,15588986,Grant,673,Germany,Female,29,4,9909736,1,1,1,979669,0
1414,15797733,Udobata,503,Germany,Male,30,10,13662255,2,0,0,4731024,0
1415,15620507,Siciliani,485,Germany,Female,30,5,15677168,1,1,1,14114821,0
1416,15685150,Evans,799,Germany,Male,28,7,16765833,2,1,1,11113825,0
1417,15667651,Young,585,Spain,Female,33,8,0,2,1,0,11418207,0
1418,15774166,Mitchell,607,Germany,Female,24,2,10948354,2,0,1,12756077,0
1419,15649280,Lucchese,521,Germany,Female,40,9,13450478,1,1,0,1808206,0
1420,15705657,Hewitt,535,France,Female,44,2,11442786,1,1,1,13633026,0
1421,15753969,K'ung,724,Spain,Male,45,5,8388854,1,0,1,3412181,0
1422,15742378,Swaim,520,Germany,Male,32,5,11002977,1,1,0,5624669,0
1423,15794874,Quinones,696,Spain,Male,41,9,12752375,1,0,1,19141742,0
1424,15589221,Kennedy,657,Germany,Male,30,1,13976213,2,1,1,2331788,0
1425,15596671,Endrizzi,603,Spain,Female,42,8,9161112,1,0,0,1446753,1
1426,15583668,Ludowici,726,France,Female,42,2,10947179,1,0,1,17516105,0
1427,15710206,Larson,591,France,Female,39,4,15050064,1,1,0,149288,0
1428,15799966,Chigolum,792,Germany,Female,59,9,10160977,1,0,0,16147919,1
1429,15794560,Maclean,550,France,Male,57,5,0,1,1,1,13350194,0
1430,15626485,Lu,601,France,Female,26,8,7889223,1,1,1,2370352,0
1431,15703143,Tuan,820,France,Female,29,3,8234484,1,0,1,11598538,0
1432,15809772,Glover,667,France,Male,48,2,0,1,1,0,432292,0
1433,15687959,Landman,573,Spain,Female,44,4,0,1,1,1,9486293,0
1434,15585282,Trevisano,755,France,Male,62,1,12770633,2,0,1,14237769,0
1435,15714993,Longo,552,France,Female,41,9,12434934,1,1,0,13563525,0
1436,15596021,K?,598,Spain,Male,44,8,0,2,1,0,1484879,0
1437,15646615,Muir,576,Germany,Male,28,1,11933629,2,0,1,5897685,0
1438,15742632,Alexeyeva,670,France,Female,31,9,0,1,0,1,7625483,0
1439,15574068,Norman,504,Germany,Male,56,9,1042173,1,0,0,5585748,1
1440,15806967,Simmons,778,France,Female,65,7,0,1,1,1,7786723,0
1441,15796334,Chukwualuka,558,Germany,Male,39,10,14475702,1,1,0,2287816,1
1442,15688713,McCall,627,Spain,Male,44,6,0,1,1,1,11446955,0
1443,15796179,Moore,683,France,Male,43,8,0,1,1,0,967548,0
1444,15598751,Ingram,556,France,Female,43,6,0,3,0,0,12515457,1
1445,15703019,Okeke,583,France,Female,38,10,0,2,0,1,11359764,0
1446,15646302,Shao,705,France,Female,24,7,10016951,1,1,0,12140855,0
1447,15680855,Iloabuchi,637,France,Male,33,2,14573183,1,0,1,10921943,0
1448,15697311,Nebechukwu,697,Spain,Male,56,5,11080203,1,1,1,5023031,1
1449,15585367,Diribe,555,Germany,Female,46,4,12039299,1,1,0,17771988,1
1450,15726556,Macgroarty,594,Germany,Female,26,6,13506752,2,0,0,13121186,0
1451,15676242,Artemova,632,Spain,Male,31,3,13655644,1,1,0,8215283,1
1452,15684198,McDonald,551,France,Female,38,10,0,2,1,1,21627,0
1453,15774882,Mazzanti,687,France,Female,35,3,9958743,1,1,1,17131,1
1454,15714227,Kelly,672,France,Female,53,7,0,1,1,1,13691018,0
1455,15608653,Davison,521,Spain,Female,34,7,7073107,1,1,1,2024397,1
1456,15784280,Reilly,686,Germany,Male,35,2,10934282,2,0,1,8604327,0
1457,15789546,Ojiofor,639,Spain,Male,28,8,0,2,1,0,12656107,0
1458,15590320,Shelton,850,France,Male,66,4,0,2,0,1,643508,0
1459,15678385,Lange,465,France,Male,25,2,7824731,2,1,1,1047231,0
1460,15571778,Trentini,817,France,Female,55,10,11756149,1,1,0,9594155,1
1461,15657085,Gardiner,578,France,Male,23,10,8898032,1,1,1,12522236,0
1462,15640627,Wan,611,Spain,Male,34,4,0,2,1,0,17095058,0
1463,15566211,Hsu,616,Germany,Female,41,1,10356057,1,1,0,23645,1
1464,15669293,Hovell,517,France,Male,37,5,11330884,1,0,1,3151716,0
1465,15595067,Zhirov,637,Spain,Female,40,6,0,2,1,1,1816106,0
1466,15753566,Espinosa,806,France,Female,32,3,6376349,1,1,0,15659309,0
1467,15650391,Wallace,633,France,Female,29,7,16998835,1,1,0,4272,0
1468,15681843,Barbour,624,Germany,Female,35,0,18030324,2,1,0,1635879,0
1469,15814846,Ozerova,691,France,Male,52,3,0,1,1,0,17584368,1
1470,15670374,Wright,819,Germany,Female,49,1,12065686,4,0,0,1661643,1
1471,15762332,Ulyanova,568,Germany,Female,31,1,6159214,2,1,1,6179664,0
1472,15700223,Steiner,806,France,Male,48,4,16470168,1,1,1,2143949,0
1473,15729956,Akabueze,726,Spain,Female,26,1,8078016,1,1,1,1922585,0
1474,15594862,Aleksandrova,552,France,Male,36,8,0,2,0,0,13254702,0
1475,15598782,Pinto,755,Germany,Female,30,6,15422137,2,0,1,6268855,0
1476,15745080,Griffiths,634,France,Male,26,8,0,1,1,0,2176096,0
1477,15703399,McNeil,756,France,Female,26,5,10164114,2,0,1,15446068,0
1478,15732175,Bruno,776,France,Male,37,2,0,1,0,1,8065,0
1479,15630725,Johnson,649,France,Female,45,5,9278666,1,1,0,1733659,1
1480,15640260,Okorie,595,Germany,Male,32,8,13108166,2,1,1,6942879,0
1481,15716822,Moen,646,France,Male,30,5,9801474,1,1,1,1275714,0
1482,15583748,McGuigan,592,Spain,Male,38,8,0,2,1,0,1804262,0
1483,15605968,Fancher,574,France,Male,26,8,974601,1,1,1,4309367,0
1484,15790683,Matthews,850,France,Male,36,1,10407719,2,0,1,68594,0
1485,15607713,Kaeppel,850,Spain,Female,29,1,0,2,1,1,19799665,0
1486,15700212,Shih,475,France,Female,46,10,0,2,0,0,122953,1
1487,15626710,Yudina,642,France,Female,39,4,0,1,1,1,7682124,0
1488,15716491,Akabueze,710,Spain,Female,51,4,9365695,1,0,1,14140051,1
1489,15625824,Kornilova,596,Spain,Male,30,6,12134588,4,1,0,4192175,1
1490,15617705,Ozioma,609,France,Female,39,8,14167523,1,0,1,17566425,0
1491,15761976,Su,797,Spain,Female,31,8,0,2,1,0,11791663,0
1492,15634891,Jamison,504,Germany,Female,43,7,10236549,1,1,0,19469077,1
1493,15744517,Esposito,735,Spain,Male,50,9,0,1,0,0,16667735,1
1494,15686963,Hardiman,680,Spain,Female,30,3,0,1,1,0,16013158,0
1495,15808189,Woodard,449,France,Male,52,6,0,2,0,1,123622,0
1496,15580845,Chienezie,685,Germany,Male,57,7,10186851,1,0,1,11348396,0
1497,15799156,Okwuadigbo,569,Spain,Male,38,8,0,2,0,0,7961879,0
1498,15694296,Chineze,631,France,Male,35,9,11239245,2,1,0,2447223,0
1499,15677049,O'Brien,595,Germany,Female,25,7,10657034,2,0,1,17702579,0
1500,15583595,Tao,461,France,Female,28,8,0,1,1,1,10334974,0
1501,15590146,Mao,630,France,Male,50,1,8194776,1,0,1,6360622,1
1502,15801548,Buckland,661,France,Female,31,7,1441623,2,1,1,1449079,0
1503,15660833,Flannery,796,Germany,Male,39,5,8635087,2,0,0,10508053,0
1504,15762277,Jamieson,710,France,Male,47,5,15862314,1,0,0,8349989,1
1505,15791302,Swift,741,France,Male,32,8,0,2,1,0,1435987,0
1506,15798975,Doherty,606,Germany,Male,48,4,13240356,1,0,0,3609191,1
1507,15599956,Payne,747,France,Male,27,10,0,2,0,0,1300789,0
1508,15577274,Genovese,549,Germany,Female,43,3,13498566,1,1,0,610141,0
1509,15701200,Lucciano,576,France,Male,36,6,0,2,1,1,48314,0
1510,15638149,Rowley,528,France,Male,37,6,10377245,1,1,0,19711199,0
1511,15786199,Hsing,535,France,Male,33,2,13304032,1,1,1,11029978,0
1512,15701765,Vincent,575,Spain,Female,37,0,0,2,0,0,3011432,0
1513,15586974,Pearce,656,France,Male,39,10,0,2,1,1,9889464,0
1514,15729040,Lamb,440,France,Male,42,2,0,2,1,0,4982668,0
1515,15788676,Riley,539,Spain,Male,38,8,7146067,2,1,1,1007405,0
1516,15602497,Honore,850,Spain,Male,39,6,13321413,1,0,1,2076988,0
1517,15701333,Blackburn,646,France,Female,37,7,9655866,1,0,0,16342718,0
1518,15812071,Endrizzi,744,France,Male,54,6,9380631,2,0,1,14006877,0
1519,15634375,Duncan,710,Spain,Female,36,8,0,2,0,0,8320619,0
1520,15738267,Macarthur,544,France,Female,64,3,1240438,1,1,1,11140297,1
1521,15786800,Gould,723,Germany,Male,52,5,13169497,1,0,1,928735,1
1522,15591130,Medvedev,507,Spain,Female,29,6,0,2,0,1,947809,0
1523,15720662,Sholes,787,France,Female,35,1,1062668,1,1,1,1660715,0
1524,15751531,Shaw,598,Spain,Male,41,8,0,2,1,1,16195443,0
1525,15653595,Ts'ai,796,France,Male,51,6,0,2,0,1,19473328,0
1526,15568360,Rolon,569,Spain,Female,41,4,13984036,1,1,1,1635247,0
1527,15781210,Reid,711,France,Male,34,8,0,2,0,0,4826019,0
1528,15668058,Chinwendu,661,Germany,Male,35,8,12409854,1,1,0,8667848,0
1529,15597131,Fu,415,France,Male,32,5,14580759,1,1,1,306465,0
1530,15697283,Mackenzie,578,Spain,Male,23,8,0,2,1,0,11212498,0
1531,15640953,Bligh,611,France,Female,26,2,10750893,2,1,1,12080165,0
1532,15715031,Davidson,600,France,Female,28,6,0,2,0,1,5219323,0
1533,15589660,Lamble,661,Germany,Female,32,1,14598023,1,0,1,5663628,0
1534,15769818,Moore,850,France,Female,37,3,2127782,1,0,1,6937288,0
1535,15782736,Jose,573,Germany,Female,47,4,15252247,1,0,1,16403807,1
1536,15614818,Trevisani,764,Spain,Female,33,9,16896477,1,0,1,11898251,0
1537,15794014,Schofield,838,France,Female,34,8,0,2,1,0,2747207,0
1538,15732448,Stewart,821,France,Female,28,8,0,1,1,1,3675413,0
1539,15723411,Jamieson,607,Spain,Female,36,4,982663,1,1,1,4641636,0
1540,15797686,Howard,558,France,Male,38,8,11300092,1,1,1,15287239,0
1541,15605950,Onwuamaeze,530,Germany,Male,23,1,13706088,2,1,1,16522723,0
1542,15812497,D'Albertis,654,Germany,Male,37,5,11214612,1,1,0,7592735,0
1543,15690678,Brooks,530,France,Female,33,4,12930732,1,1,1,17293028,0
1544,15747677,Gordon,656,Spain,Male,69,6,16397509,1,1,1,361085,0
1545,15618926,Nwachukwu,520,Spain,Male,43,7,0,2,1,1,3620274,0
1546,15673908,Chinweike,602,Germany,Female,42,6,15841485,1,1,1,13188646,0
1547,15727944,Simpkinson,701,Germany,Female,48,1,9207268,1,1,1,13399236,0
1548,15807294,Walker,653,Spain,Female,30,2,8824329,2,1,1,9665826,0
1549,15618581,Diribe,668,Spain,Male,25,8,0,2,1,1,13511209,0
1550,15584364,Trentini,652,France,Male,48,4,5948631,1,1,0,16394418,1
1551,15599552,Conway,639,Spain,Female,54,2,0,2,1,1,5384371,0
1552,15749177,Maslow,730,Spain,Female,52,7,0,2,0,1,12239884,0
1553,15718779,Clark,780,France,Male,34,1,0,1,1,1,6480404,0
1554,15568106,L?,592,France,Female,38,8,11927801,2,0,1,1937073,0
1555,15779481,Swadling,628,France,Male,34,4,15874143,2,1,1,12619254,0
1556,15709994,Gallo,658,France,Female,40,7,14059695,1,0,1,13545902,1
1557,15772777,Onyemachukwu,850,Spain,Female,29,10,0,2,1,1,9481504,0
1558,15706815,Samoylova,515,Germany,Male,37,2,9043292,1,1,1,18836604,1
1559,15618018,Dickson,571,France,Female,35,1,10478381,2,0,1,17851252,0
1560,15671032,He,760,Germany,Male,42,0,7799297,2,1,1,9790638,0
1561,15634281,P'an,720,Germany,Female,43,10,1108229,1,0,0,7286194,0
1562,15766374,Leak,632,Germany,Male,42,4,1196246,2,1,1,19597886,0
1563,15600991,Artemieva,694,Germany,Male,31,6,10905259,2,1,1,1944893,1
1564,15777576,Frost,559,Spain,Female,40,5,13912944,1,0,1,3263554,0
1565,15742613,Warner,773,Germany,Female,42,8,15232466,2,1,0,17173322,0
1566,15649523,Kennedy,581,France,Male,38,1,0,2,1,0,4617622,0
1567,15651063,Ifeatu,524,Germany,Female,37,9,12748058,2,1,0,17963469,0
1568,15683124,Evans,713,France,Male,53,6,1150294,1,0,0,19152132,1
1569,15618314,Chu,676,France,Male,40,8,11400578,1,1,1,6799845,0
1570,15670823,Hsueh,651,Germany,Female,42,1,11664676,1,1,0,447318,1
1571,15607133,Shih,717,Spain,Female,49,1,11086438,2,1,1,1245329,1
1572,15615012,Fan,594,France,Male,23,5,15626759,1,1,0,16096844,0
1573,15725141,Whiddon,716,France,Female,44,3,10952828,1,1,0,2734163,1
1574,15623560,Onyekachukwu,668,France,Female,35,6,10248276,1,1,1,5399464,0
1575,15693018,Ermakova,678,Germany,Male,23,10,11556371,1,1,1,9163353,0
1576,15636756,Marino,545,France,Male,23,2,0,2,1,0,18961312,0
1577,15647474,Niu,613,France,Female,40,9,9562436,2,1,1,6070633,0
1578,15576714,Manna,687,Spain,Female,21,8,0,2,1,1,15476734,0
1579,15585047,Onyemere,715,France,Male,28,7,16037661,1,0,0,19685311,0
1580,15743976,Archer,618,Germany,Male,41,8,3770279,1,1,1,19577548,0
1581,15793881,Mitchell,721,France,Female,35,6,11827383,1,0,1,308689,0
1582,15576517,Everingham,445,Germany,Female,34,7,13108217,2,1,1,70618,0
1583,15631072,Huie,690,France,Male,38,1,94456,2,0,1,5503402,0
1584,15730394,Crowther,709,France,Female,43,8,0,2,0,0,16803562,1
1585,15631460,Swift,671,Spain,Female,42,3,0,2,1,1,12844933,0
1586,15692002,Skelton,538,France,Male,33,6,9379138,1,1,1,19924929,0
1587,15595282,White,735,France,Female,33,4,0,2,1,0,14947469,0
1588,15789548,Giordano,592,France,Female,37,7,0,2,1,1,12672633,0
1589,15758035,Bateson,747,France,Male,61,7,15597313,1,0,1,14755426,0
1590,15617518,Hu,675,Germany,Male,36,7,8940995,1,1,1,1493997,0
1591,15651802,Day,632,Spain,Female,39,5,9785437,2,1,0,9353638,0
1592,15631813,Beneventi,621,France,Male,39,6,0,2,1,1,5888391,0
1593,15729668,Elizabeth,521,Spain,Male,29,3,6028062,1,1,0,15427141,0
1594,15741728,Atkins,591,Spain,Male,36,7,1352168,1,1,1,12202289,0
1595,15576676,Serrano,706,Germany,Female,28,6,12492335,2,1,1,5029914,0
1596,15711378,Willis,677,France,Male,38,4,0,2,1,0,18780063,0
1597,15765520,Stevenson,769,Germany,Male,27,7,18861407,1,1,0,17134409,0
1598,15656726,Ch'ien,771,France,Male,32,5,6232162,1,1,1,4092059,0
1599,15647842,Cunningham,601,Germany,Female,48,8,1207827,1,1,0,6394068,1
1600,15719309,Stephens,670,France,Female,42,1,11596158,2,0,1,2948387,0
1601,15748718,Gordon,517,France,Male,28,2,11506261,1,1,0,17905623,0
1602,15594404,Bevan,834,France,Female,49,8,16060225,2,1,0,12927394,0
1603,15751158,Mashman,571,France,Female,42,4,10882534,3,1,0,5555851,1
1604,15593470,Tu,576,Germany,Female,36,8,16628785,1,1,1,2330585,0
1605,15695129,Milanesi,718,France,Female,31,1,15266377,1,0,1,1712864,0
1606,15640865,Romano,636,Germany,Female,31,9,8084469,2,1,1,746419,0
1607,15714080,Goliwe,566,Germany,Female,40,2,9700136,2,1,0,15448601,0
1608,15648721,Hsueh,711,France,Male,64,4,0,2,1,1,318567,0
1609,15801466,Gray,574,France,Female,39,2,12252461,2,1,0,8846363,0
1610,15750248,Wright,619,France,Female,35,8,13229263,1,1,0,6568293,0
1611,15758726,Chiemeka,588,France,Female,24,0,0,2,1,1,14058608,0
1612,15781553,Chung,760,Germany,Female,49,9,9150299,1,1,0,1172329,1
1613,15649121,Pinto,665,France,Male,52,3,0,1,1,0,11613701,1
1614,15674811,Kellway,739,Germany,Male,29,3,5938598,2,1,1,10553396,0
1615,15646037,Sopuluchi,641,France,Male,77,9,0,3,1,1,8151406,0
1616,15722578,Spitzer,685,Germany,Female,21,6,979565,1,1,1,16496627,0
1617,15665695,Potter,594,France,Female,49,4,0,2,1,1,2363155,0
1618,15801062,Matthews,557,Spain,Female,40,4,0,2,0,1,10543353,0
1619,15662955,Nicholls,697,France,Male,27,8,14122368,2,1,0,9059115,0
1620,15770309,McDonald,656,France,Male,18,10,15176274,1,0,1,12701432,0
1621,15657386,Fiorentini,712,Germany,Male,43,1,14174974,2,0,1,9090526,0
1622,15777797,Kovalyova,689,Spain,Male,38,5,7507514,1,1,1,865192,1
1623,15783955,Miah,697,France,Female,25,4,16568611,2,1,0,1546798,0
1624,15804516,Builder,589,France,Male,38,2,0,1,1,0,7991528,0
1625,15681758,Baddeley,525,Spain,Female,25,10,0,2,1,0,6936195,0
1626,15630321,Hu,680,France,Male,44,3,0,2,1,0,8693508,0
1627,15588248,Hs?,617,France,Female,28,0,0,2,1,1,759783,1
1628,15591932,Ford,680,France,Male,32,5,9296161,1,1,0,1169576,0
1629,15810347,Todd,662,Spain,Female,30,9,0,2,0,1,15788483,0
1630,15595303,Johnston,736,Germany,Male,46,5,13081291,1,1,1,7798154,1
1631,15634950,Obiajulu,657,Germany,Male,57,8,10717458,1,1,1,12636955,1
1632,15685372,Azubuike,350,Spain,Male,54,1,15267748,1,1,1,19197349,1
1633,15745827,Padovesi,617,France,Male,30,3,13200577,1,1,0,14294039,0
1634,15755868,Farmer,562,France,Male,35,7,0,1,0,0,4886967,0
1635,15735222,Ignatieff,705,Spain,Female,23,5,0,2,1,1,7313173,0
1636,15604804,Lu,516,France,Female,33,7,1273055,1,1,1,12003736,0
1637,15718944,Artemiev,573,France,Female,37,6,0,2,1,0,19399537,0
1638,15678626,Okonkwo,538,Spain,Female,31,0,0,2,0,0,17945366,0
1639,15571550,Dore,699,France,Male,39,9,0,1,1,0,8096392,0
1640,15723053,T'ang,504,Germany,Male,32,8,17029122,2,0,1,1565899,0
1641,15661528,Ashbolt,583,Spain,Male,47,5,10256223,1,1,0,927081,0
1642,15754177,Bazarova,712,Spain,Male,53,2,11106101,2,0,0,2654217,0
1643,15683544,Buccho,626,Spain,Male,62,3,0,1,1,1,6501074,0
1644,15708048,Burn,631,France,Female,34,4,12437914,1,1,0,10689291,0
1645,15701109,Andreyev,663,France,Female,37,7,0,1,1,1,18521063,0
1646,15600110,Endrizzi,506,Germany,Female,41,3,5774576,1,1,0,403546,0
1647,15651533,Brown,570,Germany,Female,50,5,12929374,1,1,0,17780544,1
1648,15777904,Nock,703,France,Female,45,7,0,2,1,1,6883172,0
1649,15655574,Okeke,698,Germany,Female,40,8,1507771,1,1,0,11473262,0
1650,15569423,Cunningham,731,Spain,Male,41,4,0,2,1,0,2229927,0
1651,15718106,Kelley,625,France,Male,34,6,0,2,0,0,1972832,0
1652,15585067,Wilson,634,Spain,Male,31,9,10863248,1,1,1,17948596,1
1653,15675501,Woods,616,France,Male,59,5,1538611,1,1,1,1769948,0
1654,15633233,McFarland,500,France,Male,56,1,10037458,1,1,0,1184908,1
1655,15667134,Cisneros,446,France,Male,32,8,0,2,0,0,13329294,0
1656,15659105,Borchgrevink,669,France,Female,47,9,6119654,1,1,0,5817024,0
1657,15575409,Rozhkova,581,Germany,Male,31,6,11689172,1,1,0,1071373,0
1658,15752342,Bradley,704,Germany,Female,54,6,13365691,3,1,0,14507133,1
1659,15654851,Obialo,748,France,Male,44,2,9291152,1,0,1,8549524,0
1660,15741429,Hudson,680,Spain,Female,31,9,11982575,2,1,1,1011393,0
1661,15682356,Veltri,655,France,Female,37,7,11185284,2,1,0,1051113,0
1662,15806447,Mazzanti,690,Germany,Male,32,0,10668352,2,1,1,13791649,0
1663,15800229,Thorpe,695,Germany,Male,40,7,13902224,1,0,1,19338313,0
1664,15663441,Golibe,700,Germany,Female,40,4,14857107,1,1,0,18982696,1
1665,15791991,Udinesi,773,France,Male,52,4,0,1,0,1,14411342,0
1666,15775082,Stewart,749,France,Male,42,1,12977672,2,0,1,14353851,0
1667,15579706,Curtis,611,France,Female,46,5,0,1,1,0,7767714,1
1668,15718247,Hayden,606,Spain,Female,46,8,0,2,1,1,18371794,0
1669,15755722,H?,554,France,Male,24,10,0,1,0,0,9218062,0
1670,15582259,Campbell,567,France,Female,37,7,0,2,1,1,286909,0
1671,15716994,Green,559,Spain,Male,24,3,11473992,1,1,0,8589102,1
1672,15586880,P'eng,594,Germany,Male,41,2,12254565,2,1,1,4205024,0
1673,15713854,Cremonesi,513,France,Female,37,6,0,2,1,0,11014234,0
1674,15780835,Liang,652,Germany,Female,26,1,13190835,1,1,1,17926979,0
1675,15675896,Gough,680,Germany,Female,42,7,10572269,1,1,1,9055824,1
1676,15658459,Bates,784,Spain,Male,33,10,0,2,1,0,16202247,0
1677,15658057,Padovesi,812,Spain,Female,44,8,0,3,1,0,6692683,1
1678,15801767,Yin,784,Spain,Female,40,8,0,2,1,0,1088913,0
1679,15569178,Kharlamov,570,France,Female,18,4,8276742,1,1,0,718119,0
1680,15731478,Nicholls,712,France,Female,42,1,8784298,1,0,0,9222359,0
1681,15811236,Burns,705,Spain,Male,39,6,13326113,1,1,1,780659,0
1682,15746749,Fleming,681,Spain,Female,32,3,0,2,1,1,596799,0
1683,15662758,Watson,620,France,Male,41,0,9792511,1,1,0,8500032,0
1684,15709387,Obiajulu,711,France,Male,52,5,0,1,1,1,15980895,0
1685,15572093,Han,613,France,Female,24,7,14045391,1,1,0,1290013,0
1686,15713826,Ferguson,613,Germany,Female,20,0,11735619,1,0,0,1135577,1
1687,15570205,Tao,682,Spain,Male,36,5,0,2,1,1,14775851,0
1688,15589348,Le Grand,850,Spain,Male,37,4,13720477,1,1,1,2886559,0
1689,15804610,Valdez,601,France,Female,41,1,0,2,0,1,16060706,0
1690,15700854,Cunningham,595,Spain,Male,35,8,0,1,1,0,10001579,1
1691,15758836,Godfrey,675,Spain,Male,36,3,5409818,2,0,1,5447852,0
1692,15772933,Mai,591,Spain,Male,31,8,0,1,1,1,14167733,0
1693,15809006,Walker,602,France,Male,23,7,11375848,2,0,0,840776,0
1694,15689612,Pirozzi,554,Spain,Female,34,8,0,1,0,1,10698103,0
1695,15744614,Feng,541,France,Male,37,9,11863692,1,1,1,7355144,0
1696,15704250,Akabueze,506,France,Male,34,7,0,2,0,0,1158421,0
1697,15700255,Robson,814,Germany,Male,44,8,9548882,2,0,0,10701359,0
1698,15669410,Yevdokimova,683,France,Male,30,8,11082952,2,0,0,2493884,0
1699,15807595,Ijendu,485,Germany,Male,51,7,14424459,2,1,0,5111314,0
1700,15664523,Colombo,696,Germany,Female,31,8,12202192,2,1,0,3382864,0
1701,15642833,Akubundu,608,France,Female,30,8,0,2,1,0,12887586,0
